,masa A,,,
t,x,y,θ,
0.100,-46.82,-9.246,-168.8
0.133,-47.63,-5.390,-173.5
0.167,-47.97,-2.559,-176.9
0.200,-47.49,-1.508,-178.2
0.233,-47.23,-0.770,-179.1
0.267,-47.04,-1.114,-178.6
0.300,-46.85,-2.581,-176.8
0.333,-46.53,-4.934,-173.9
0.367,-46.19,-7.952,-170.2
0.400,-45.27,-12.38,-164.7
0.433,-43.41,-17.40,-158.2
0.467,-40.15,-24.31,-148.8
0.500,-35.99,-29.96,-140.2
0.533,-30.80,-35.00,-131.3
0.567,-24.54,-39.61,-121.8
0.600,-15.97,-43.58,-110.1
0.633,-7.777,-45.71,-99.7
0.667,3.053,-46.34,-86.2
0.700,11.41,-45.02,-75.8
0.733,19.94,-42.17,-64.7
0.767,27.38,-38.09,-54.3
0.800,34.14,-32.74,-43.8
0.833,39.48,-26.93,-34.3
0.867,42.99,-21.29,-26.4
0.900,45.41,-15.80,-19.2
0.933,46.60,-10.90,-13.2
0.967,47.62,-6.830,-8.2
1.000,48.87,-3.543,-4.1
1.033,48.63,-2.023,-2.4
1.067,48.65,-1.220,-1.4
1.100,48.56,-1.386,-1.6
1.133,48.31,-2.736,-3.2
1.167,47.87,-5.285,-6.3
1.200,47.82,-8.216,-9.7
1.233,46.34,-13.32,-16.0
1.267,44.27,-18.43,-22.6
1.300,40.73,-24.27,-30.8
1.333,36.39,-30.01,-39.5
1.367,29.99,-36.01,-50.2
1.400,21.99,-41.11,-61.9
1.433,12.21,-44.77,-74.7
1.467,4.144,-46.13,-84.9
1.500,-5.770,-45.92,-97.2
1.533,-16.28,-43.37,-110.6
1.567,-25.14,-39.12,-122.7
1.600,-32.15,-33.92,-133.5
1.633,-37.68,-28.27,-143.1
1.666,-40.35,-24.06,-149.2
1.700,-43.55,-17.83,-157.7
1.733,-45.76,-12.17,-165.1
1.766,-46.61,-8.240,-170.0
1.800,-46.95,-5.309,-173.5
1.833,-46.83,-4.028,-175.1
1.866,-46.81,-3.152,-176.1
